title,link
"Airfoil Computational Fluid Dynamics - 9k shapes, 2 AoA's

    ",https://catalog.data.gov/dataset/airfoil-computational-fluid-dynamics-9k-shapes-2-aoas
"Soil erosion and organic matter for central Great Plains cropping systems under residue removal

    ",https://catalog.data.gov/dataset/soil-erosion-and-organic-matter-for-central-great-plains-cropping-systems-under-residue-re-e2778
"Child Exposure to Intimate Partner Violence and Parent Aggression in Two Generations, United States, 2016-2018

    ",https://catalog.data.gov/dataset/child-exposure-to-intimate-partner-violence-and-parent-aggression-in-two-generations-2016--1c47c
"Pediatric MRI

    ",https://catalog.data.gov/dataset/pediatric-mri
"USEEIOv1.1 - openLCA

    ",https://catalog.data.gov/dataset/useeiov1-1-openlca
"Facilities Database

    ",https://catalog.data.gov/dataset/facilities-database
"Film Permits

    ",https://catalog.data.gov/dataset/film-permits
"Collection
            
Law Enforcement Agency Identifiers Crosswalk Series

    ",https://catalog.data.gov/dataset/law-enforcement-agency-identifiers-crosswalk-series-c2ecb
"Average Price Per Gram of Usable Cannabis

    ",https://catalog.data.gov/dataset/average-price-per-gram-of-usable-cannabis
"General Manufacturing Facilities

    ",https://catalog.data.gov/dataset/general-manufacturing-facilities
"Voter Election Registration and Turnout

    ",https://catalog.data.gov/dataset/voter-election-registration-and-turnout
"Database of pharmacokinetic time-series data and parameters for 144 environmental chemicals

    ",https://catalog.data.gov/dataset/database-of-pharmacokinetic-time-series-data-and-parameters-for-144-environmental-chemical
"Police Departments, Arrests and Crime in the United States, 1860-1920

    ",https://catalog.data.gov/dataset/police-departments-arrests-and-crime-in-the-united-states-1860-1920-476a7
"Pedestrian Friendliness Index Census Blocks

    ",https://catalog.data.gov/dataset/pedestrian-friendliness-index-census-blocks
"Adoption of Genetically Engineered Crops in the U.S.

    ",https://catalog.data.gov/dataset/adoption-of-genetically-engineered-crops-in-the-u-s
"State Fact Sheets

    ",https://catalog.data.gov/dataset/state-fact-sheets
"National Child Abuse and Neglect Data System (NCANDS) Child File: Link to child file dataset for eligible members of the research community

    ",https://catalog.data.gov/dataset/national-child-abuse-and-neglect-data-system-ncands-child-file-link-to-child-file-dataset--1ed98
"Wastewater Testing COVID-19 Results (Public View)

    ",https://catalog.data.gov/dataset/wastewater-testing-covid-19-results-public-view
"India Village-Level Geospatial Socio-Economic Data Set: 1991, 2001

    ",https://catalog.data.gov/dataset/india-village-level-geospatial-socio-economic-data-set-1991-2001
"Medical Marijuana and Adult-Use Cannabis Brand Registry

    ",https://catalog.data.gov/dataset/medical-marijuana-brand-registry
"USGS Historical Topographic Map Collection

    ",https://catalog.data.gov/dataset/usgs-historical-topographic-map-collection
"The 1991-2020 Sea Surface Temperature Normals (NCEI Accession 0282469)

    ",https://catalog.data.gov/dataset/the-1991-2020-sea-surface-temperature-normals-ncei-accession-0282469
"CGS Map Sheet 48: Earthquake Shaking Potential for California (revised 2016)

    ",https://catalog.data.gov/dataset/cgs-map-sheet-48-earthquake-shaking-potential-for-california-revised-2016-512d9
"Global Islands

    ",https://catalog.data.gov/dataset/global-islands
"Hospital Annual Utilization Report & Pivot Tables

    ",https://catalog.data.gov/dataset/hospital-annual-utilization-report-pivot-tables-81847
"Smart Green Infrastructure Monitoring Sensors - Historical

    ",https://catalog.data.gov/dataset/smart-green-infrastructure-monitoring-sensors-historical
"California Hospital Performance Ratings

    ",https://catalog.data.gov/dataset/california-hospital-performance-ratings-c3975
"TIGER/Line Shapefile, Current, State, New Jersey, County Subdivision

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-state-new-jersey-county-subdivision
"DHS Data Dashboard

    ",https://catalog.data.gov/dataset/dhs-data-dashboard
"USAID Business Forecast

    ",https://catalog.data.gov/dataset/usaid-business-forecast
"Learning Management System

    ",https://catalog.data.gov/dataset/learning-management-system
"Health Facilities State Enforcement Actions

    ",https://catalog.data.gov/dataset/health-facilities-state-enforcement-actions-dcd50
"U.S. Daily Surface Data (COOP Daily/Summary of Day)

    ",https://catalog.data.gov/dataset/u-s-daily-surface-data-coop-daily-summary-of-day2
"Federally Qualified Health Center All Owners

    ",https://catalog.data.gov/dataset/federally-qualified-health-center-all-owners
"EnviroAtlas - Selected National Air Toxics Assessment Results by Census Tract - 2014

    ",https://catalog.data.gov/dataset/enviroatlas-selected-national-air-toxics-assessment-results-by-census-tract-20144
"PISA Data Analysis Manual: SPSS, Second Edition

    ",https://catalog.data.gov/dataset/pisa-data-analysis-manual-spss-second-edition
"Health Information National Trends Survey (HINTS)

    ",https://catalog.data.gov/dataset/health-information-national-trends-survey-hints
"Environmental DNA mapping of Zebra Mussel populations: Data

    ",https://catalog.data.gov/dataset/environmental-dna-mapping-of-zebra-mussel-populations-data
"ICLUS v2.1 land use projections for the Fourth National Climate Assessment (SSP2)

    ",https://catalog.data.gov/dataset/iclus-v2-1-land-use-projections-for-the-fourth-national-climate-assessment-ssp213
"Summer Sports Experience and ""Kids in Motion"" Programming: 2022 to current

    ",https://catalog.data.gov/dataset/summer-sports-experience-and-kids-in-motion-programming-2022-to-current
"TIGER/Line Shapefile, 2022, County, Oklahoma County, OK, Address Range-Feature

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2022-county-oklahoma-county-ok-address-range-feature
"Company Information About Active Broker-Dealers

    ",https://catalog.data.gov/dataset/company-information-about-active-broker-dealers
"MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V061

            NGDA
        

    ",https://catalog.data.gov/dataset/modis-terra-vegetation-indices-16-day-l3-global-250m-sin-grid-v061-5576a
"National Bridge Inventory

            NGDA
        

    ",https://catalog.data.gov/dataset/national-bridge-inventory1
"CGB - Consumer Complaints Data

    ",https://catalog.data.gov/dataset/cgb-consumer-complaints-data
"BLM Natl Accessible Recreation Points

    ",https://catalog.data.gov/dataset/blm-natl-accessible-recreation-points
"California Inpatient Severe Sepsis

    ",https://catalog.data.gov/dataset/california-inpatient-severe-sepsis-47c85
"Collection
            
Mortality in Correctional Institutions (MCI) Series (Formerly Deaths In Custody Reporting Program (DCRP))

    ",https://catalog.data.gov/dataset/mortality-in-correctional-institutions-mci-series-formerly-deaths-in-custody-reporting-pro-66b24
"Establishment Registration & Device Listing

    ",https://catalog.data.gov/dataset/establishment-registration-device-listing
"Freight Analysis Framework (FAF5) Regions

    ",https://catalog.data.gov/dataset/freight-analysis-framework-faf5-regions1
"TIGER/Line Shapefile, 2022, State, South Carolina, SC, County Subdivision

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2022-state-south-carolina-sc-county-subdivision
"Mineral Commodity Summaries 2025 - LEAD Data Release

    ",https://catalog.data.gov/dataset/mineral-commodity-summaries-2025-lead-data-release
"TIGER/Line Shapefile, Current, County, District of Columbia, DC, All Roads

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-county-district-of-columbia-dc-all-roads
"OIG Recommendations Tracker

    ",https://catalog.data.gov/dataset/oig-recommendations-tracker
"Dataset for Quantitative microbial risk assessment of antimicrobial resistant and susceptible Staphylococcus aureus in reclaimed wastewaters

    ",https://catalog.data.gov/dataset/dataset-for-quantitative-microbial-risk-assessment-of-antimicrobial-resistant-and-suscepti
"Public Health Statistics - Selected public health indicators by Chicago community area - Historical

    ",https://catalog.data.gov/dataset/public-health-statistics-selected-public-health-indicators-by-chicago-community-area
"Residential Energy Consumption Survey (RECS) Files, Energy Consumption, 2009

    ",https://catalog.data.gov/dataset/residential-energy-consumption-survey-recs-files-energy-consumption-2009
"Reference Data Set of Human Skin Reflectance

    ",https://catalog.data.gov/dataset/reference-data-set-of-human-skin-reflectance-e18fa
"Daily SSEBop Evapotranspiration Data from 2000 to Present

    ",https://catalog.data.gov/dataset/daily-ssebop-evapotranspiration-data-from-2000-to-present
"Food Waste Drop Off

    ",https://catalog.data.gov/dataset/food-waste-drop-off
"Excel spreadsheet of data used in Figure 3

    ",https://catalog.data.gov/dataset/excel-spreadsheet-of-data-used-in-figure-3
"Digital Surficial Geologic-GIS Map for Cuyahoga Valley National Park and Vicinity, Ohio (NPS, GRD, GRI, CUVA, CUVA_surficial digital map) adapted from a Ohio Division of Geological Survey Digital Map Series map by Pavey, Schumacher, Larsen, Swinford and Vorbau (2000)

    ",https://catalog.data.gov/dataset/digital-surficial-geologic-gis-map-for-cuyahoga-valley-national-park-and-vicinity-ohio-nps
"National Highway Construction Cost Index (NHCCI)

    ",https://catalog.data.gov/dataset/national-highway-construction-cost-index-nhcci
"EMAG2v3: Earth Magnetic Anomaly Grid (2-arc-minute resolution)

    ",https://catalog.data.gov/dataset/emag2v3-earth-magnetic-anomaly-grid-2-arc-minute-resolution2
"14(c)-certificate-holders

    ",https://catalog.data.gov/dataset/14c-certificate-holders-ae569
"Protected Areas Database of the United States (PAD-US) 3.0 (ver. 2.0, March 2023)

    ",https://catalog.data.gov/dataset/protected-areas-database-of-the-united-states-pad-us-3-0-ver-2-0-march-2023
"Calendar year federal sales of U.S. natural resources

    ",https://catalog.data.gov/dataset/calendar-year-federal-sales-of-u-s-natural-resources
"National Longitudinal Surveys

    ",https://catalog.data.gov/dataset/national-longitudinal-surveys-f1b0f
"Digital Geologic-GIS Map of Redwood National Park and Vicinity, California (NPS, GRD, GRI, REDW, REDW digital map) adapted from a California Geological Survey Preliminary Geologic Map by Delattre and Rosinski (2012), and a Watershed Mapping Series map by Dell'Osso, Falls and McGuire (2002)

    ",https://catalog.data.gov/dataset/digital-geologic-gis-map-of-redwood-national-park-and-vicinity-california-nps-grd-gri-redw
"TIGER/Line Shapefile, Current, State, New York, County Subdivision

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-state-new-york-county-subdivision
"USAID Anticorruption Projects Database

    ",https://catalog.data.gov/dataset/usaid-anticorruption-projects-database-1307a
"Violent Crimes by Year

    ",https://catalog.data.gov/dataset/violent-crimes-f3ebe
"Mineral Commodity Summaries 2025 - RARE EARTHS Data Release

    ",https://catalog.data.gov/dataset/mineral-commodity-summaries-2025-rare-earths-data-release
"Indian Lands

    ",https://catalog.data.gov/dataset/indian-lands1
"Gulf of Mexico Hypoxia Watch Bottom Dissolved Oxygen Contours for SEAMAP Cruises of 2001 - 2024

    ",https://catalog.data.gov/dataset/gulf-of-mexico-hypoxia-watch-bottom-dissolved-oxygen-contours-for-seamap-cruises-of-2001-2024
"AVA Map Explorer

    ",https://catalog.data.gov/dataset/ava-map-explorer
"Boundaries: City of Austin Neighborhoods

    ",https://catalog.data.gov/dataset/boundaries-city-of-austin-neighborhoods
"A U.S. Lead Exposure Hotspots Analysis

    ",https://catalog.data.gov/dataset/a-u-s-lead-exposure-hotspots-analysis
"HUD-Insured Multifamily Mortgages Database

    ",https://catalog.data.gov/dataset/insured-multifamily-mortgages-database
"Parking Meters Locations and Status

    ",https://catalog.data.gov/dataset/parking-meters-locations-and-status
"Defense Meteorological Satellite Program (DMSP)

    ",https://catalog.data.gov/dataset/defense-meteorological-satellite-program-dmsp
"Crash Reporting - Non-Motorists Data

    ",https://catalog.data.gov/dataset/crash-reporting-non-motorists-data
"2023 Cartographic Boundary File (SHP), Core Based Statistical Areas (CBSA) for United States, 1:500,000

    ",https://catalog.data.gov/dataset/2023-cartographic-boundary-file-shp-core-based-statistical-areas-cbsa-for-united-states-1-50000
"NYSERDA 2023 Soils Data for use in the Large-Scale Renewables and NY-Sun Programs

    ",https://catalog.data.gov/dataset/nyserda-2023-soils-data-for-use-in-the-large-scale-renewables-and-ny-sun-programs
"Roads 2021

    ",https://catalog.data.gov/dataset/roads-2021
"Percent of Tests Positive for Viral Respiratory Pathogens

    ",https://catalog.data.gov/dataset/2023-respiratory-virus-response-percent-of-tests-positive-for-viral-respiratory-pathogens
"Traffic Signals Status

    ",https://catalog.data.gov/dataset/traffic-signals-status
"Data from: Efficacy of commercial recombinant HVT vaccines against a North American clade 2.3.4.4b H5N1 Highly Pathogenic Avian Influenza Virus in chickens

    ",https://catalog.data.gov/dataset/data-from-efficacy-of-commercial-recombinant-hvt-vaccines-against-a-north-american-clade-2
"Urgent Care Facilities

    ",https://catalog.data.gov/dataset/urgent-care-facilities
"Almanac API - Parameters

    ",https://catalog.data.gov/dataset/almanac-api-parameters
"Find a Health Center

    ",https://catalog.data.gov/dataset/find-a-health-center-c0304
"Burn Intensity for the 1992 Foothills Fire within Boise National Forest

    ",https://catalog.data.gov/dataset/burn-intensity-for-the-1992-foothills-fire-within-boise-national-forest
"Wireless Broadband API

    ",https://catalog.data.gov/dataset/wireless-broadband-api
"Historical Ambient Air Quality Data Inventory

    ",https://catalog.data.gov/dataset/historical-ambient-air-quality-data-inventory
"Multiemployer Pension Plans

    ",https://catalog.data.gov/dataset/multiemployer-pension-plans
"EPA Enforcement and Compliance History Online: EPA Enforcement Action Data Set

    ",https://catalog.data.gov/dataset/epa-enforcement-and-compliance-history-online-epa-enforcement-action-data-set
"National Greenhouse Gas Emission Inventory (EV-GHG)

    ",https://catalog.data.gov/dataset/national-greenhouse-gas-emission-inventory-ev-ghg
"Land-Use Conflict Identification Strategy (LUCIS) Models

    ",https://catalog.data.gov/dataset/land-use-conflict-identification-strategy-lucis-models
"Consent Decrees

    ",https://catalog.data.gov/dataset/consent-decrees
"NIST Campus Photovoltaic (PV) Arrays and Weather Station Data Sets

    ",https://catalog.data.gov/dataset/nist-campus-photovoltaic-pv-arrays-and-weather-station-data-sets-05b4d
"SnowEx23 Oct22 Ground Surface Roughness Reconstruction V001

    ",https://catalog.data.gov/dataset/snowex23-oct22-ground-surface-roughness-reconstruction-v001
"Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program 01-27-2025-to-02-02-2025

    ",https://catalog.data.gov/dataset/product-data-for-newly-reported-drugs-in-the-medicaid-drug-rebate-program-01-27-2025-to-02
"TIGER/Line Shapefile, 2021, County, Fort Bend County, TX, All Roads

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2021-county-fort-bend-county-tx-all-roads
"Modelled Lake Powell releases and reservoir elevations under different alternative management scenarios

    ",https://catalog.data.gov/dataset/modelled-lake-powell-releases-and-reservoir-elevations-under-different-alternative-managem
"Modified Zip Code Tabulation Areas (MODZCTA)

    ",https://catalog.data.gov/dataset/modified-zip-code-tabulation-areas-modzcta
"Smartphone Data for Development of Indoor Localization Apps

    ",https://catalog.data.gov/dataset/smartphone-data-for-development-of-indoor-localization-apps
"NYC Wi-Fi Hotspot Locations

    ",https://catalog.data.gov/dataset/nyc-wi-fi-hotspot-locations-df7c0
"PCB Data (excel file) and PFAS Data (excel file)

    ",https://catalog.data.gov/dataset/pcb-data-excel-file-and-pfas-data-excel-file
"Accessible Parking Zones

    ",https://catalog.data.gov/dataset/accessible-parking-zones
"Orange Book

    ",https://catalog.data.gov/dataset/orange-book
"Sales Tax Collections

    ",https://catalog.data.gov/dataset/sales-tax-collections
"Grand Teton National Park Tract and Boundary Data

    ",https://catalog.data.gov/dataset/grand-teton-national-park-tract-and-boundary-data-62cb7
"Global Topographic 30 Arc-Second Digital Elevation Model: Released 1996

    ",https://catalog.data.gov/dataset/global-topographic-30-arc-second-digital-elevation-model-released-1996
"Well Completion Reports

    ",https://catalog.data.gov/dataset/well-completion-reports-dfe76
"Charge-Off and Delinquency Rates on Loans and Leases at Commercial Banks

    ",https://catalog.data.gov/dataset/charge-off-and-delinquency-rates-on-loans-and-leases-at-commercial-banks
"Allegheny County Election Results

    ",https://catalog.data.gov/dataset/allegheny-county-election-results
"AMS Market News Historical Annual  Summaries

    ",https://catalog.data.gov/dataset/ams-market-news-historical-annual-summaries
"WA Tax Exemptions - Potential Eligibility by Make/Model Excluding Vehicle Price Criteria

    ",https://catalog.data.gov/dataset/wa-tax-exemptions-potential-eligibility-by-make-model-excluding-vehicle-price-criteria
"1.21 Youth Drug Use and Misuse (summary)

    ",https://catalog.data.gov/dataset/1-21-youth-substance-abuse-summary-91c62
"2019 Media Consumption and Media and Information Literacy Survey in the Countries of Central Asia (Kazakhstan, Tajikistan, Uzbekistan)

    ",https://catalog.data.gov/dataset/2019-media-consumption-and-media-and-information-literacy-survey-in-the-countries-of-centr
"Prevention Quality Indicator (PQI) Composite Measure Rates by County, 2008-2015

    ",https://catalog.data.gov/dataset/prevention-quality-indicator-pqi-composite-measure-rates-by-county-2008-2015
"BWI Passenger Data - January 2010 to July 2013

    ",https://catalog.data.gov/dataset/bwi-passenger-data-january-2010-to-july-2013
"Zip Code Lookup Table

    ",https://catalog.data.gov/dataset/zip-code-lookup-table
"2023 Respiratory Virus Response - NSSP Emergency Department Visits - COVID-19, Flu, RSV, Combined

    ",https://catalog.data.gov/dataset/2023-respiratory-virus-response-nssp-emergency-department-visits-covid-19-flu-rsv-combined
"Sol Genomics Network (SGN)

    ",https://catalog.data.gov/dataset/sol-genomics-network-sgn-bab55
"Comprehensive Housing Affordability Strategy (CHAS)

    ",https://catalog.data.gov/dataset/comprehensive-housing-affordability-strategy-chas-2008-2010
"Color FERET Database

    ",https://catalog.data.gov/dataset/color-feret-database-de79c
"NHANES Select Infectious Diseases Prevalence Estimates

    ",https://catalog.data.gov/dataset/nhanes-select-infectious-diseases-prevalence-estimates
"2020-21 Washington State CRDC Data - Harassment and Violence

    ",https://catalog.data.gov/dataset/2020-21-washington-state-crdc-data-harassment-and-violence
"MedlinePlus Connect for Electronic Health Record (EHR) Systems - Web Service

    ",https://catalog.data.gov/dataset/medlineplus-connect-for-electronic-health-record-ehr-systems-web-service
"US Census Annual Estimates of the Resident Population for Selected Age Groups by Sex for the United States

    ",https://catalog.data.gov/dataset/us-census-annual-estimates-of-the-resident-population-for-selected-age-groups-by-sex-for-t
"Long-Term Occupational Employment Projections

    ",https://catalog.data.gov/dataset/long-term-occupational-employment-projections
"PLACES: Place Data (GIS Friendly Format), 2024 release

    ",https://catalog.data.gov/dataset/places-place-data-gis-friendly-format-2020-release-4a44e
"NCHS - Birth Rates for Unmarried Women by Age, Race, and Hispanic Origin: United States

    ",https://catalog.data.gov/dataset/nchs-birth-rates-for-unmarried-women-by-age-race-and-hispanic-origin-united-states
"Utah FORGE: Well 78B-32 Daily Drilling Reports and Logs

    ",https://catalog.data.gov/dataset/utah-forge-well-78b-32-daily-drilling-reports-and-logs-7efa9
"NIST Reference Fluid Thermodynamic and Transport Properties Database (REFPROP) Version 9 - SRD 23

    ",https://catalog.data.gov/dataset/nist-reference-fluid-thermodynamic-and-transport-properties-database-refprop-version-9-srd-92ba8
"DGGS Geologic Earth Resource Library of Alaska (GERILA) Database

    ",https://catalog.data.gov/dataset/dggs-geologic-earth-resource-library-of-alaska-gerila-database
"_511_Event_Extents

    ",https://catalog.data.gov/dataset/-511-event-extents-6f436
"Database of log kow solubility and toxicity values and QSAR models

    ",https://catalog.data.gov/dataset/database-of-log-kow-solubility-and-toxicity-values-and-qsar-models
"Pesticide datasets from the National Water Quality Laboratory, 2001-2016

    ",https://catalog.data.gov/dataset/pesticide-datasets-from-the-national-water-quality-laboratory-2001-2016
"Foreign Exchange Rates - G.5a

    ",https://catalog.data.gov/dataset/foreign-exchange-rates-g-5a
"NCHS - VSRR Quarterly provisional estimates for selected indicators of mortality

    ",https://catalog.data.gov/dataset/nchs-vsrr-quarterly-provisional-estimates-for-selected-indicators-of-mortality
"Juvenile Rehabilitation Annual Fact Sheet

    ",https://catalog.data.gov/dataset/juvenile-rehabilitation-annual-fact-sheet
"National Adult Tobacco Survey (NATS) Glossary and Methodology

    ",https://catalog.data.gov/dataset/national-adult-tobacco-survey-nats-glossary-and-methodology
"Collection
            
Business Enterprise Research and Development Survey

    ",https://catalog.data.gov/dataset/business-enterprise-research-and-development-survey
"Chicago Traffic Tracker - Congestion Estimates by Regions

    ",https://catalog.data.gov/dataset/chicago-traffic-tracker-congestion-estimates-by-regions
"PLACES: County Data (GIS Friendly Format), 2023 release

    ",https://catalog.data.gov/dataset/places-county-data-gis-friendly-format-2023-release
"Mass Layoff Statistics

    ",https://catalog.data.gov/dataset/mass-layoff-statistics-12ff9
"Combined wildfire datasets for the United States and certain territories, 1800s-Present (combined wildland fire polygons)

    ",https://catalog.data.gov/dataset/combined-wildfire-datasets-for-the-united-states-and-certain-territories-1800s-present-com
"2022 Final Assisted Reproductive Technology (ART) Success Rates

    ",https://catalog.data.gov/dataset/2020-final-assisted-reproductive-technology-art-success-rates
"2022 Environmental Performance Index (EPI)

    ",https://catalog.data.gov/dataset/2022-environmental-performance-index-epi-2398a
"nlrb_elections_19622009

    ",https://catalog.data.gov/dataset/nlrb-elections-19622009
"All Places of Worship

    ",https://catalog.data.gov/dataset/all-places-of-worship
"Economic Impact of Section 232 and 301 Tariffs on U.S. Industries

    ",https://catalog.data.gov/dataset/economic-impact-of-section-232-and-301-tariffs-on-u-s-industries
"Federal Employee Viewpoint Survey (FEVS)

    ",https://catalog.data.gov/dataset/federal-employee-viewpoint-survey-fevs-2ddfc
"City Facilities

    ",https://catalog.data.gov/dataset/city-facilities-e063a
"CDC WONDER API for Data Query Web Service

    ",https://catalog.data.gov/dataset/wide-ranging-online-data-for-epidemiologic-research-wonder
"Sex Offender Registry

    ",https://catalog.data.gov/dataset/sex-offender-registry
"Inventory of water bottling facilities in the United States, 2023, and select water-use data, 1955-2022

    ",https://catalog.data.gov/dataset/inventory-of-water-bottling-facilities-in-the-united-states-2023-and-select-water-use-1955-9019f
"Affordable Rental Housing Developments

    ",https://catalog.data.gov/dataset/affordable-rental-housing-developments
"Population Estimates: National Monthly Population

    ",https://catalog.data.gov/dataset/population-estimates-national-monthly-population
"CDC WONDER: Mortality - Multiple Cause of Death

    ",https://catalog.data.gov/dataset/cdc-wonder-mortality-multiple-cause-of-death
"Poverty Mapping Project: Global Subnational Prevalence of Child Malnutrition

    ",https://catalog.data.gov/dataset/poverty-mapping-project-global-subnational-prevalence-of-child-malnutrition
"Veterans Affairs Suicide Prevention Synthetic Dataset

    ",https://catalog.data.gov/dataset/veterans-affairs-suicide-prevention-synthetic-dataset
"Multi-pollutant BenMAP Analysis Data

    ",https://catalog.data.gov/dataset/multi-pollutant-benmap-analysis-data
"SODA - POP 2.2.4 Monthly Means, 1871-2010 (At Depths)

    ",https://catalog.data.gov/dataset/soda-pop-2-2-4-monthly-means-1871-2010-at-depths
"E-Bike Field Study Data

    ",https://catalog.data.gov/dataset/e-bike-field-study-data
"TIGER/Line Shapefile, 2023, County, Orleans Parish, LA, Topological Faces (Polygons With All Geocodes)

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2023-county-orleans-parish-la-topological-faces-polygons-with-all-geocodes
"CDC Places Data by ZIP Code

    ",https://catalog.data.gov/dataset/cdc-places-data-by-zip-code
"Chicago Public Schools - School Progress Reports SY2425

    ",https://catalog.data.gov/dataset/chicago-public-schools-school-progress-reports-sy2425
"National Violent Death Reporting System (NVDRS)

    ",https://catalog.data.gov/dataset/national-violent-death-reporting-system-nvdrs
"Inland Electronic Navigational Charts (IENC)

            NGDA
        

    ",https://catalog.data.gov/dataset/inland-electronic-navigational-charts-ienc
"TIGER/Line Shapefile, Current, State, Michigan, Census Tract

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-state-michigan-census-tract
"Washington DC Boundary

    ",https://catalog.data.gov/dataset/washington-dc-boundary
"TIGER/Line Shapefile, 2022, State, New York, NY, 2020 Census Block

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2022-state-new-york-ny-2020-census-block
"On Time Performance

    ",https://catalog.data.gov/dataset/on-time-performance
"Prepaid Product Agreements Database

    ",https://catalog.data.gov/dataset/prepaid-product-agreements-database
"NYCHA Public Housing Developments

    ",https://catalog.data.gov/dataset/nycha-public-housing-developments
"Hydro-Climatic Data Network (HCDN) -- A USGS Streamflow Data Set for the U.S. for the Study of Climate Fluctuations

    ",https://catalog.data.gov/dataset/hydro-climatic-data-network-hcdn-a-usgs-streamflow-data-set-for-the-u-s-for-the-study-of-c
"PubMed total records by publication year

    ",https://catalog.data.gov/dataset/pubmed-total-records-by-publication-year-fcf4a
"Ag and Food Statistics: Charting the Essentials

    ",https://catalog.data.gov/dataset/ag-and-food-statistics-charting-the-essentials
"HGBP Hotels & Resorts

    ",https://catalog.data.gov/dataset/hgbp-hotels-resorts
"Recent Large Fire Perimeters (>=5000 acres)

    ",https://catalog.data.gov/dataset/recent-large-fire-perimeters-5000-acres-2c54e
"World Glacier Inventory, Version 1

    ",https://catalog.data.gov/dataset/world-glacier-inventory-version-1
"2001 Residential Finance Survey - Rental Property File

    ",https://catalog.data.gov/dataset/the-2001-residential-finance-survey-rental-property-file
"USAID Comprehensive Data Inventory

    ",https://catalog.data.gov/dataset/usaid-enterprise-data-inventory-494f9
"Real-World Fuel Efficiency

    ",https://catalog.data.gov/dataset/real-world-fuel-efficiency
"Georeferenced NYC Zoning Maps

    ",https://catalog.data.gov/dataset/georeferenced-nyc-zoning-maps
"ASTEROID NAMES AND DISCOVERY V3.0

    ",https://catalog.data.gov/dataset/asteroid-names-and-discovery-v3-0-0b1b1
"Serious and Violent Offender Reentry Initiative (SVORI) Multi-site Impact Evaluation, 2004-2011 [United States]

    ",https://catalog.data.gov/dataset/serious-and-violent-offender-reentry-initiative-svori-multi-site-impact-evaluation-2004-20-df1d3
"Approved Debt Relief by State

    ",https://catalog.data.gov/dataset/approved-debt-relief-by-state-3224c
"2007 Census of Agriculture Race, Ethnicity and Gender Profile Data

    ",https://catalog.data.gov/dataset/2007-census-of-agriculture-race-ethnicity-and-gender-profile-data
"TIGER/Line Shapefile, 2018,  nation, U.S., Current County and Equivalent National Shapefile

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2018-nation-u-s-current-county-and-equivalent-national-shapefile
"SPD 9-11 Customer Satisfaction Survey Data

    ",https://catalog.data.gov/dataset/spd-9-11-customer-satisfaction-survey-data-51abc
"Social Drivers of Health (SDoH) and Preventable Hospitalization Rates

    ",https://catalog.data.gov/dataset/social-drivers-of-health-sdoh-and-preventable-hospitalization-rates-14917
"Ciprofloxacin and azithromycin resistant bacteria data

    ",https://catalog.data.gov/dataset/ciprofloxacin-and-azithromycin-resistant-bacteria-data
"Healthcare Cost and Utilization Project (HCUP) Summary Trends Tables

    ",https://catalog.data.gov/dataset/healthcare-cost-and-utilization-project-hcup-summary-trends-tables
"SHIP Teen Birth Rate 2010-2021

    ",https://catalog.data.gov/dataset/ship-teen-birth-rate-2010-2017
"BLM Natl AIM Riparian and Wetland Indicators Hub

    ",https://catalog.data.gov/dataset/blm-natl-aim-riparian-and-wetland-indicators-hub
"Suspicious Activity Report Statistics (SAR Stats)

    ",https://catalog.data.gov/dataset/suspicious-activity-report-statistics-sar-stats
"Electricity Data: Net Generation from Electricity Plants Application Programming Interface (API)

    ",https://catalog.data.gov/dataset/electricity-data-net-generation-from-electricity-plants-application-programming-interface-
"Sectional VFR Charts

    ",https://catalog.data.gov/dataset/sectional-vfr-charts-e7f7f
"Food-a-pedia

    ",https://catalog.data.gov/dataset/food-a-pedia
"Hedge Funds

    ",https://catalog.data.gov/dataset/hedge-funds
"Federal Personnel and Payroll System (FPPS)

    ",https://catalog.data.gov/dataset/federal-personnel-and-payroll-system-fpps
"Louisville Metro KY - Animal Tag data 2010 to 2015 Historical

    ",https://catalog.data.gov/dataset/louisville-metro-ky-animal-tag-data-2010-to-2015-historical
"Broadband Provider API - all Providers

    ",https://catalog.data.gov/dataset/broadband-provider-api-all-providers
"Nonimmigrant Visa Issuances by Visa Category and by Nationality for Fiscal Years 1997-2014

    ",https://catalog.data.gov/dataset/nonimmigrant-visa-issuances-by-visa-category-and-by-nationality-for-fiscal-years-1997-2014
"Collection
            
Coal Data Collection

    ",https://catalog.data.gov/dataset/coal-data-collection
"Stairs 2013

    ",https://catalog.data.gov/dataset/stairs-2013
